BlkNumber;BlkRoute;BlkVehType;TrpNumber;TrpType;TrpRoute;TrpVia;TrpDirection;TrpStartPlace;TrpEndPlace;TrpStartTime;TrpEndTime;TrpDistance;TrpDuration;TrpEndLay;TrpExtraLay
05-janv;T3;;11563;DH;T3;;DIR2;CASPOR;CASPOR;06:14:54;06:16:14;0.000;00:01:20;00:13:46;00:11:46
03-janv;T3;;11508;DH;T3;;DIR2;CASPOR;CASPOR;13:56:54;13:58:14;0.000;00:01:20;00:07:46;00:05:46
03-janv;T3;;11500;DH;T3;;DIR2;CASPOR;CASPOR;07:36:54;07:38:14;0.000;00:01:20;00:04:46;00:02:46
07-janv;T3;;11415;DH;T3;;DIR2;CASPOR;CASPOR;19:36:54;19:38:14;0.000;00:01:20;00:04:46;00:02:46
07-janv;T3;;11407;DH;T3;;DIR2;CASPOR;CASPOR;13:08:54;13:10:14;0.000;00:01:20;00:07:46;00:05:46
07-janv;T3;;11399;DH;T3;;DIR2;CASPOR;CASPOR;06:44:54;06:46:14;0.000;00:01:20;00:07:46;00:05:46
06-janv;T3;;11450;DH;T3;;DIR1;HANT_a;HANT_d;15:14:54;15:19:54;0.400;00:05:00;00:04:06;00:02:06
10-janv;T3;;11582;OUT;;;;CDMHAN;HANT_d;06:57:00;07:00:00;0.800;00:03:00;00:00:00;00:00:00
01-janv;T3;;11561;DH;T3;;DIR1;CIDJ_a;CIDJ_d;07:50:20;07:54:20;0.400;00:04:00;00:07:11;00:05:11
05-févr;T3;;11549;DH;T3;;DIR1;CIDJ_a;CIDJ_d;17:26:20;17:30:20;0.400;00:04:00;00:15:11;00:13:11
10-févr;T3;;11543;DH;T3;;DIR2;CASPOR;CASPOR;19:28:54;19:30:14;0.000;00:01:20;00:04:46;00:02:46
11-janv;T3;;11480;DH;T3;;DIR1;CIDJ_a;CIDJ_d;08:30:20;08:34:20;0.400;00:04:00;00:06:11;00:04:11
11-janv;T3;;11492;DH;T3;;DIR1;CIDJ_a;CIDJ_d;17:58:20;18:02:20;0.400;00:04:00;00:15:11;00:13:11
01-févr;T3;;11536;DH;T3;;DIR2;CASPOR;CASPOR;17:04:54;17:06:14;0.000;00:01:20;00:04:46;00:02:46
11-janv;T3;;11583;OUT;;;;CDMHAN;HANT_d;07:05:00;07:08:00;0.800;00:03:00;00:00:00;00:00:00
12-janv;T3;;11430;DH;T3;;DIR2;CASPOR;CASPOR;16:32:54;16:34:14;0.000;00:01:20;00:04:46;00:02:46
12-janv;T3;;11422;DH;T3;;DIR2;CASPOR;CASPOR;10:08:54;10:10:14;0.000;00:01:20;00:07:46;00:05:46
03-janv;T3;;11513;DH;T3;;DIR1;HANT_a;HANT_d;18:03:54;18:08:54;0.400;00:05:00;00:03:06;00:01:06
03-janv;T3;;11505;DH;T3;;DIR1;HANT_a;HANT_d;11:38:54;11:43:54;0.400;00:05:00;00:04:06;00:02:06
08-janv;T3;;11398;DH;T3;;DIR2;CASPOR;CASPOR;23:15:54;23:17:14;0.000;00:01:20;00:04:46;00:02:46
07-janv;T3;;11412;DH;T3;;DIR1;HANT_a;HANT_d;17:15:54;17:20:54;0.400;00:05:00;00:03:06;00:01:06
07-janv;T3;;11404;DH;T3;;DIR1;HANT_a;HANT_d;10:50:54;10:55:54;0.400;00:05:00;00:04:06;00:02:06
06-janv;T3;;11447;DH;T3;;DIR2;CASPOR;CASPOR;12:56:54;12:58:14;0.000;00:01:20;00:07:46;00:05:46
04-janv;T3;;11576;OUT;;;;CDMHAN;HANT_d;05:14:00;05:17:00;0.800;00:03:00;00:00:00;00:00:00
04-janv;T3;;11515;DH;T3;;DIR2;CASPOR;CASPOR;06:01:23;06:02:43;0.000;00:01:20;00:12:17;00:10:17
09-févr;T3;;11571;OUT;;;;CDMHAN;HANT_d;15:13:00;15:16:00;0.800;00:03:00;00:00:00;00:00:00
12-janv;T3;;11584;OUT;;;;CDMHAN;HANT_d;07:37:00;07:40:00;0.800;00:03:00;00:00:00;00:00:00
10-févr;T3;;11545;DH;T3;;DIR2;CASPOR;CASPOR;20:44:54;20:46:14;0.000;00:01:20;00:04:46;00:02:46
11-janv;T3;;11482;DH;T3;;DIR1;HANT_a;HANT_d;10:02:54;10:07:54;0.400;00:05:00;00:04:06;00:02:06
11-janv;T3;;11494;DH;T3;;DIR1;HANT_a;HANT_d;19:39:54;19:44:54;0.400;00:05:00;00:03:06;00:01:06
11-janv;T3;;11486;DH;T3;;DIR1;HANT_a;HANT_d;13:14:54;13:19:54;0.400;00:05:00;00:04:06;00:02:06
12-janv;T3;;11420;DH;T3;;DIR2;CASPOR;CASPOR;08:24:54;08:26:14;0.000;00:01:20;00:04:46;00:02:46
12-janv;T3;;11432;DH;T3;;DIR2;CASPOR;CASPOR;18:00:54;18:02:14;0.000;00:01:20;00:04:46;00:02:46
12-janv;T3;;11424;DH;T3;;DIR2;CASPOR;CASPOR;11:32:54;11:34:14;0.000;00:01:20;00:07:46;00:05:46
11-janv;T3;;11497;DH;T3;;DIR2;CASPOR;CASPOR;21:56:54;21:58:14;0.000;00:01:20;00:04:46;00:02:46
03-janv;T3;;11507;DH;T3;;DIR1;CIDJ_a;CIDJ_d;13:13:20;13:17:20;0.400;00:04:00;00:08:11;00:06:11
03-janv;T3;;11499;DH;T3;;DIR1;HANT_a;HANT_d;06:44:54;06:49:54;0.400;00:05:00;00:02:06;00:00:06
07-janv;T3;;11414;DH;T3;;DIR1;CIDJ_a;CIDJ_d;18:46:20;18:50:20;0.400;00:04:00;00:15:11;00:13:11
07-janv;T3;;11406;DH;T3;;DIR1;CIDJ_a;CIDJ_d;12:25:20;12:29:20;0.400;00:04:00;00:08:11;00:06:11
12-janv;T3;;11438;DH;T3;;DIR2;CASPOR;CASPOR;22:59:54;23:01:14;0.000;00:01:20;00:04:46;00:02:46
06-janv;T3;;11449;DH;T3;;DIR2;CASPOR;CASPOR;14:20:54;14:22:14;0.000;00:01:20;00:07:46;00:05:46
09-janv;T3;;11572;OUT;;;;CDMHAN;HANT_d;06:33:00;06:36:00;0.800;00:03:00;00:00:00;00:00:00
01-janv;T3;;11574;OUT;;;;CDMHAN;HANT_d;04:48:00;04:51:00;0.800;00:03:00;00:00:00;00:00:00
09-févr;T3;;11559;DH;T3;;DIR2;CASPOR;CASPOR;22:20:54;22:22:14;0.000;00:01:20;00:07:46;00:05:46
10-févr;T3;;11539;DH;T3;;DIR2;CASPOR;CASPOR;16:16:54;16:18:14;0.000;00:01:20;00:04:46;00:02:46
10-févr;T3;;11541;DH;T3;;DIR2;CASPOR;CASPOR;17:44:54;17:46:14;0.000;00:01:20;00:04:46;00:02:46
02-janv;T3;;11478;DH;T3;;DIR2;CASPOR;CASPOR;22:08:54;22:10:14;0.000;00:01:20;00:04:46;00:02:46
11-janv;T3;;11490;DH;T3;;DIR1;HANT_a;HANT_d;16:26:54;16:31:54;0.400;00:05:00;00:04:06;00:02:06
07-janv;T3;;11580;OUT;;;;CDMHAN;HANT_d;05:57:00;06:00:00;0.800;00:03:00;00:00:00;00:00:00
05-févr;T3;;11550;DH;T3;;DIR2;CASPOR;CASPOR;18:16:54;18:18:14;0.000;00:01:20;00:04:46;00:02:46
04-janv;T3;;11528;DH;T3;;DIR1;HANT_a;HANT_d;16:02:54;16:07:54;0.400;00:05:00;00:04:06;00:02:06
04-janv;T3;;11518;DH;T3;;DIR1;CIDJ_a;CIDJ_d;08:06:20;08:10:20;0.400;00:04:00;00:07:11;00:05:11
02-janv;T3;;11459;DH;T3;;DIR1;CIDJ_a;CIDJ_d;07:34:20;07:38:20;0.400;00:04:00;00:07:11;00:05:11
09-févr;T3;;11552;DH;T3;;DIR1;CIDJ_a;CIDJ_d;16:38:20;16:42:20;0.400;00:04:00;00:15:11;00:13:11
04-janv;T3;;11521;DH;T3;;DIR2;CASPOR;CASPOR;10:32:54;10:34:14;0.000;00:01:20;00:07:46;00:05:46
06-janv;T3;;11451;DH;T3;;DIR2;CASPOR;CASPOR;16:08:54;16:10:14;0.000;00:01:20;00:04:46;00:02:46
04-janv;T3;;11526;DH;T3;;DIR1;CIDJ_a;CIDJ_d;14:25:20;14:29:20;0.400;00:04:00;00:08:11;00:06:11
04-janv;T3;;11531;DH;T3;;DIR2;CASPOR;CASPOR;18:40:54;18:42:14;0.000;00:01:20;00:04:46;00:02:46
09-févr;T3;;11556;DH;T3;;DIR1;HANT_a;HANT_d;20:03:54;20:08:54;0.400;00:05:00;00:03:06;00:01:06
04-janv;T3;;11523;DH;T3;;DIR2;CASPOR;CASPOR;11:56:54;11:58:14;0.000;00:01:20;00:07:46;00:05:46
05-févr;T3;;11585;OUT;;;;CDMHAN;HANT_d;16:01:00;16:04:00;0.800;00:03:00;00:00:00;00:00:00
06-janv;T3;;11443;DH;T3;;DIR2;CASPOR;CASPOR;09:44:54;09:46:14;0.000;00:01:20;00:07:46;00:05:46
04-janv;T3;;11530;DH;T3;;DIR1;HANT_a;HANT_d;17:47:54;17:52:54;0.400;00:05:00;00:03:06;00:01:06
03-janv;T3;;11514;DH;T3;;DIR2;CASPOR;CASPOR;18:56:54;18:58:14;0.000;00:01:20;00:04:46;00:02:46
04-janv;T3;;11519;DH;T3;;DIR2;CASPOR;CASPOR;08:48:54;08:50:14;0.000;00:01:20;00:04:46;00:02:46
09-févr;T3;;11557;DH;T3;;DIR2;CASPOR;CASPOR;20:56:54;20:58:14;0.000;00:01:20;00:04:46;00:02:46
04-janv;T3;;11533;DH;T3;;DIR2;CASPOR;CASPOR;19:56:54;19:58:14;0.000;00:01:20;00:04:46;00:02:46
09-févr;T3;;11554;DH;T3;;DIR1;HANT_a;HANT_d;18:19:54;18:24:54;0.400;00:05:00;00:03:06;00:01:06
10-févr;T3;;11544;DH;T3;;DIR1;CIDJ_a;CIDJ_d;20:06:20;20:10:20;0.400;00:04:00;00:03:11;00:01:11
11-janv;T3;;11481;DH;T3;;DIR2;CASPOR;CASPOR;09:11:54;09:13:14;0.000;00:01:20;00:04:46;00:02:46
11-janv;T3;;11493;DH;T3;;DIR2;CASPOR;CASPOR;18:48:54;18:50:14;0.000;00:01:20;00:04:46;00:02:46
11-janv;T3;;11485;DH;T3;;DIR2;CASPOR;CASPOR;12:20:54;12:22:14;0.000;00:01:20;00:07:46;00:05:46
07-janv;T3;;11419;DH;T3;;DIR2;CASPOR;CASPOR;22:44:54;22:46:14;0.000;00:01:20;00:04:46;00:02:46
12-janv;T3;;11431;DH;T3;;DIR1;CIDJ_a;CIDJ_d;17:10:20;17:14:20;0.400;00:04:00;00:15:11;00:13:11
12-janv;T3;;11423;DH;T3;;DIR1;CIDJ_a;CIDJ_d;10:49:20;10:53:20;0.400;00:04:00;00:08:11;00:06:11
03-janv;T3;;11506;DH;T3;;DIR2;CASPOR;CASPOR;12:32:54;12:34:14;0.000;00:01:20;00:07:46;00:05:46
03-janv;T3;;11498;DH;T3;;DIR2;CASPOR;CASPOR;05:50:11;05:51:31;0.000;00:01:20;00:08:29;00:06:29
07-janv;T3;;11413;DH;T3;;DIR2;CASPOR;CASPOR;18:08:54;18:10:14;0.000;00:01:20;00:04:46;00:02:46
07-janv;T3;;11405;DH;T3;;DIR2;CASPOR;CASPOR;11:44:54;11:46:14;0.000;00:01:20;00:07:46;00:05:46
10-févr;T3;;11578;OUT;;;;CDMHAN;HANT_d;15:29:00;15:32:00;0.800;00:03:00;00:00:00;00:00:00
06-janv;T3;;11448;DH;T3;;DIR1;CIDJ_a;CIDJ_d;13:37:20;13:41:20;0.400;00:04:00;00:08:11;00:06:11
06-janv;T3;;11440;DH;T3;;DIR1;CIDJ_a;CIDJ_d;07:13:20;07:17:20;0.400;00:04:00;00:12:11;00:10:11
02-janv;T3;;11472;DH;T3;;DIR2;CASPOR;CASPOR;17:36:54;17:38:14;0.000;00:01:20;00:04:46;00:02:46
02-janv;T3;;11464;DH;T3;;DIR2;CASPOR;CASPOR;11:20:54;11:22:14;0.000;00:01:20;00:07:46;00:05:46
02-janv;T3;;11456;DH;T3;;DIR2;CASPOR;CASPOR;05:37:37;05:38:57;0.000;00:01:20;00:06:03;00:06:03
08-janv;T3;;11390;DH;T3;;DIR2;CASPOR;CASPOR;16:40:54;16:42:14;0.000;00:01:20;00:04:46;00:02:46
08-janv;T3;;11384;DH;T3;;DIR2;CASPOR;CASPOR;12:08:54;12:10:14;0.000;00:01:20;00:07:46;00:05:46
07-janv;T3;;11408;DH;T3;;DIR1;HANT_a;HANT_d;14:02:54;14:07:54;0.400;00:05:00;00:04:06;00:02:06
06-janv;T3;;11455;DH;T3;;DIR2;CASPOR;CASPOR;19:20:54;19:22:14;0.000;00:01:20;00:04:46;00:02:46
01-févr;T3;;11581;OUT;;;;CDMHAN;HANT_d;16:17:00;16:20:00;0.800;00:03:00;00:00:00;00:00:00
01-févr;T3;;11538;DH;T3;;DIR2;CASPOR;CASPOR;18:32:54;18:34:14;0.000;00:01:20;00:04:46;00:02:46
10-févr;T3;;11540;DH;T3;;DIR1;CIDJ_a;CIDJ_d;16:54:20;16:58:20;0.400;00:04:00;00:15:11;00:13:11
11-janv;T3;;11489;DH;T3;;DIR2;CASPOR;CASPOR;15:32:54;15:34:14;0.000;00:01:20;00:07:46;00:05:46
12-janv;T3;;11435;DH;T3;;DIR1;CIDJ_a;CIDJ_d;20:22:20;20:26:20;0.400;00:04:00;00:11:11;00:09:11
12-janv;T3;;11427;DH;T3;;DIR1;CIDJ_a;CIDJ_d;14:01:20;14:05:20;0.400;00:04:00;00:08:11;00:06:11
03-janv;T3;;11510;DH;T3;;DIR2;CASPOR;CASPOR;15:44:54;15:46:14;0.000;00:01:20;00:04:46;00:02:46
03-janv;T3;;11502;DH;T3;;DIR2;CASPOR;CASPOR;09:23:54;09:25:14;0.000;00:01:20;00:04:46;00:02:46
07-janv;T3;;11417;DH;T3;;DIR2;CASPOR;CASPOR;21:20:54;21:22:14;0.000;00:01:20;00:04:46;00:02:46
07-janv;T3;;11409;DH;T3;;DIR2;CASPOR;CASPOR;14:56:54;14:58:14;0.000;00:01:20;00:07:46;00:05:46
07-janv;T3;;11401;DH;T3;;DIR2;CASPOR;CASPOR;08:40:54;08:42:14;0.000;00:01:20;00:04:46;00:02:46
06-janv;T3;;11452;DH;T3;;DIR1;HANT_a;HANT_d;16:59:54;17:04:54;0.400;00:05:00;00:03:06;00:01:06
06-janv;T3;;11444;DH;T3;;DIR1;CIDJ_a;CIDJ_d;10:25:20;10:29:20;0.400;00:04:00;00:08:11;00:06:11
02-janv;T3;;11476;DH;T3;;DIR2;CASPOR;CASPOR;20:20:54;20:22:14;0.000;00:01:20;00:04:46;00:02:46
02-janv;T3;;11468;DH;T3;;DIR2;CASPOR;CASPOR;14:32:54;14:34:14;0.000;00:01:20;00:07:46;00:05:46
02-janv;T3;;11460;DH;T3;;DIR2;CASPOR;CASPOR;08:16:54;08:18:14;0.000;00:01:20;00:04:46;00:02:46
08-janv;T3;;11395;DH;T3;;DIR1;CIDJ_a;CIDJ_d;20:46:20;20:50:20;0.400;00:04:00;00:11:11;00:09:11
08-janv;T3;;11387;DH;T3;;DIR1;HANT_a;HANT_d;14:26:54;14:31:54;0.400;00:05:00;00:04:06;00:02:06
08-janv;T3;;11379;DH;T3;;DIR1;HANT_a;HANT_d;07:55:54;08:00:54;0.400;00:05:00;00:14:06;00:12:06
01-janv;T3;;11560;DH;T3;;DIR2;CASPOR;CASPOR;07:12:54;07:14:14;0.000;00:01:20;00:04:46;00:02:46
05-févr;T3;;11548;DH;T3;;DIR2;CASPOR;CASPOR;16:48:54;16:50:14;0.000;00:01:20;00:04:46;00:02:46
10-févr;T3;;11542;DH;T3;;DIR1;HANT_a;HANT_d;18:35:54;18:40:54;0.400;00:05:00;00:03:06;00:01:06
11-janv;T3;;11479;DH;T3;;DIR2;CASPOR;CASPOR;07:52:54;07:54:14;0.000;00:01:20;00:04:46;00:02:46
11-janv;T3;;11491;DH;T3;;DIR2;CASPOR;CASPOR;17:20:54;17:22:14;0.000;00:01:20;00:04:46;00:02:46
04-janv;T3;;11535;DH;T3;;DIR2;CASPOR;CASPOR;21:44:54;21:46:14;0.000;00:01:20;00:04:46;00:02:46
12-janv;T3;;11437;DH;T3;;DIR1;HANT_a;HANT_d;21:59:54;22:04:54;0.400;00:05:00;00:10:06;00:08:06
12-janv;T3;;11429;DH;T3;;DIR1;HANT_a;HANT_d;15:38:54;15:43:54;0.400;00:05:00;00:04:06;00:02:06
01-janv;T3;;11562;DH;T3;;DIR2;CASPOR;CASPOR;08:32:54;08:34:14;0.000;00:01:20;00:04:46;00:02:46
03-janv;T3;;11512;DH;T3;;DIR2;CASPOR;CASPOR;17:12:54;17:14:14;0.000;00:01:20;00:04:46;00:02:46
03-janv;T3;;11504;DH;T3;;DIR2;CASPOR;CASPOR;10:44:54;10:46:14;0.000;00:01:20;00:07:46;00:05:46
06-janv;T3;;11579;OUT;;;;CDMHAN;HANT_d;05:42:00;05:45:00;0.800;00:03:00;00:00:00;00:00:00
07-janv;T3;;11411;DH;T3;;DIR2;CASPOR;CASPOR;16:24:54;16:26:14;0.000;00:01:20;00:04:46;00:02:46
07-janv;T3;;11403;DH;T3;;DIR2;CASPOR;CASPOR;09:56:54;09:58:14;0.000;00:01:20;00:07:46;00:05:46
06-janv;T3;;11454;DH;T3;;DIR1;CIDJ_a;CIDJ_d;18:30:20;18:34:20;0.400;00:04:00;00:15:11;00:13:11
06-janv;T3;;11446;DH;T3;;DIR1;HANT_a;HANT_d;12:02:54;12:07:54;0.400;00:05:00;00:04:06;00:02:06
02-janv;T3;;11470;DH;T3;;DIR2;CASPOR;CASPOR;15:52:54;15:54:14;0.000;00:01:20;00:04:46;00:02:46
02-janv;T3;;11462;DH;T3;;DIR2;CASPOR;CASPOR;09:35:54;09:37:14;0.000;00:01:20;00:04:46;00:02:46
08-janv;T3;;11396;DH;T3;;DIR2;CASPOR;CASPOR;21:32:54;21:34:14;0.000;00:01:20;00:04:46;00:02:46
08-janv;T3;;11388;DH;T3;;DIR2;CASPOR;CASPOR;15:20:54;15:22:14;0.000;00:01:20;00:07:46;00:05:46
08-janv;T3;;11381;DH;T3;;DIR1;CIDJ_a;CIDJ_d;09:37:20;09:41:20;0.400;00:04:00;00:08:11;00:06:11
01-janv;T3;;11570;DH;T3;;DIR2;CASPOR;CASPOR;05:24:37;05:25:57;0.000;00:01:20;00:04:03;00:04:03
04-janv;T3;;11516;DH;T3;;DIR1;CIDJ_a;CIDJ_d;06:46:20;06:50:20;0.400;00:04:00;00:07:11;00:05:11
10-janv;T3;;11566;DH;T3;;DIR2;CASPOR;CASPOR;07:44:54;07:46:14;0.000;00:01:20;00:04:46;00:02:46
08-janv;T3;;11386;DH;T3;;DIR2;CASPOR;CASPOR;13:32:54;13:34:14;0.000;00:01:20;00:07:46;00:05:46
08-janv;T3;;11378;DH;T3;;DIR2;CASPOR;CASPOR;07:04:54;07:06:14;0.000;00:01:20;00:04:46;00:02:46
05-janv;T3;;11577;OUT;;;;CDMHAN;HANT_d;05:27:00;05:30:00;0.800;00:03:00;00:00:00;00:00:00
11-janv;T3;;11484;DH;T3;;DIR1;CIDJ_a;CIDJ_d;11:37:20;11:41:20;0.400;00:04:00;00:08:11;00:06:11
11-janv;T3;;11496;DH;T3;;DIR1;CIDJ_a;CIDJ_d;21:10:20;21:14:20;0.400;00:04:00;00:11:11;00:09:11
11-janv;T3;;11488;DH;T3;;DIR1;CIDJ_a;CIDJ_d;14:49:20;14:53:20;0.400;00:04:00;00:08:11;00:06:11
01-févr;T3;;11537;DH;T3;;DIR1;CIDJ_a;CIDJ_d;17:42:20;17:46:20;0.400;00:04:00;00:15:11;00:13:11
12-janv;T3;;11434;DH;T3;;DIR2;CASPOR;CASPOR;19:44:54;19:46:14;0.000;00:01:20;00:04:46;00:02:46
12-janv;T3;;11426;DH;T3;;DIR2;CASPOR;CASPOR;13:20:54;13:22:14;0.000;00:01:20;00:07:46;00:05:46
05-janv;T3;;11564;DH;T3;;DIR1;HANT_a;HANT_d;07:14:54;07:19:54;0.400;00:05:00;00:04:06;00:02:06
03-janv;T3;;11509;DH;T3;;DIR1;HANT_a;HANT_d;14:50:54;14:55:54;0.400;00:05:00;00:04:06;00:02:06
03-janv;T3;;11501;DH;T3;;DIR1;HANT_a;HANT_d;08:27:54;08:32:54;0.400;00:05:00;00:06:06;00:04:06
07-janv;T3;;11416;DH;T3;;DIR1;HANT_a;HANT_d;20:27:54;20:32:54;0.400;00:05:00;00:03:06;00:01:06
08-janv;T3;;11586;OUT;;;;CDMHAN;HANT_d;06:17:00;06:20:00;0.800;00:03:00;00:00:00;00:00:00
